,time,velocity
0,1572618229352,0.0
1,1572618229783,0.0
2,1572618230176,0.0
3,1572618230615,0.0
4,1572618231006,0.0
5,1572618231444,0.0
6,1572618231834,0.0
7,1572618232272,0.0
8,1572618232662,0.0
9,1572618233101,0.0
10,1572618233491,0.0
11,1572618233930,0.0
12,1572618234320,0.0
13,1572618234760,-0.108
14,1572618235148,-0.036
15,1572618235588,5.148
16,1572618235978,6.12
17,1572618236417,6.624
18,1572618236806,6.12
19,1572618237245,6.084
20,1572618237635,6.228
21,1572618238075,5.94
22,1572618238464,6.408
23,1572618238903,6.048
24,1572618239305,5.868
25,1572618239731,6.084
26,1572618240121,5.832
27,1572618240561,5.868
28,1572618240949,5.976
29,1572618241388,5.688
30,1572618241778,5.868
31,1572618242217,5.796
32,1572618242607,5.616
33,1572618243047,6.12
34,1572618243437,5.436
35,1572618243876,5.184
36,1572618244266,5.364
37,1572618244705,4.032
38,1572618245094,7.524
39,1572618245533,7.74
40,1572618245924,7.452
41,1572618246362,8.028
42,1572618246751,7.38
43,1572618247190,7.56
44,1572618247577,7.308
45,1572618248019,7.488
46,1572618248405,7.272
47,1572618248847,7.74
48,1572618249237,7.236
49,1572618249676,7.596
50,1572618250066,7.236
51,1572618250502,7.092
52,1572618250895,7.2
53,1572618251334,6.984
54,1572618251723,7.164
55,1572618252163,6.912
56,1572618252601,7.416
57,1572618252991,6.876
58,1572618253381,6.912
59,1572618253820,6.912
60,1572618254210,6.732
61,1572618254649,6.912
62,1572618255040,6.624
63,1572618255480,6.84
64,1572618255871,6.624
65,1572618256306,6.66
66,1572618256696,6.66
67,1572618257135,6.48
68,1572618257525,6.66
69,1572618257963,6.48
70,1572618258354,5.508
71,1572618258792,4.284
72,1572618259183,3.168
73,1572618259622,6.588
74,1572618260012,7.38
75,1572618260452,7.092
76,1572618260841,7.272
77,1572618261280,7.02
78,1572618261718,7.524
79,1572618262108,6.984
80,1572618262547,7.02
81,1572618262937,6.984
82,1572618263375,6.876
83,1572618263766,7.02
84,1572618264204,6.732
85,1572618264594,6.948
86,1572618265030,6.696
87,1572618265420,6.804
88,1572618265866,6.732
89,1572618266252,6.624
90,1572618266691,6.768
91,1572618267081,6.48
92,1572618267516,6.696
93,1572618267906,6.48
94,1572618268348,6.84
95,1572618268738,6.552
96,1572618269177,6.336
97,1572618269567,6.552
98,1572618270006,6.3
99,1572618270396,6.372
100,1572618270831,6.372
101,1572618271230,6.192
102,1572618271664,6.372
103,1572618272054,6.12
104,1572618272493,6.516
105,1572618272883,6.228
106,1572618273321,6.012
107,1572618273760,6.228
108,1572618274150,5.976
109,1572618274599,6.3
110,1572618274975,6.084
111,1572618275417,5.832
112,1572618275808,6.012
113,1572618276246,5.904
114,1572618276635,5.796
