,time,velocity
0,1572619803387,2.484
1,1572619803813,2.448
2,1572619804206,2.304
3,1572619804597,2.304
4,1572619805035,1.908
5,1572619805424,0.648
6,1572619805861,0.396
7,1572619806255,0.36
8,1572619806692,1.152
9,1572619807082,1.476
10,1572619807521,1.368
11,1572619807911,1.512
12,1572619808351,1.296
13,1572619808739,1.512
14,1572619809228,1.26
15,1572619809568,1.008
16,1572619810056,0.468
17,1572619810397,0.684
18,1572619810835,1.008
19,1572619811226,0.576
20,1572619811664,1.008
21,1572619812058,0.9
22,1572619812493,0.828
23,1572619812932,0.9
24,1572619813324,0.648
25,1572619813714,1.8
26,1572619814154,-30.024
27,1572619814544,2.664
28,1572619814979,2.808
29,1572619815369,2.412
30,1572619815808,2.448
31,1572619816251,2.088
32,1572619816588,1.548
33,1572619817030,1.224
34,1572619817420,1.404
35,1572619817859,1.188
36,1572619818248,1.008
37,1572619818685,1.044
38,1572619819092,0.756
39,1572619819559,0.396
40,1572619819905,-0.036
41,1572619820343,0.0
42,1572619820733,-0.18
43,1572619821171,-0.504
44,1572619821558,-0.648
45,1572619822000,-0.576
46,1572619822389,-0.324
47,1572619822829,0.0
48,1572619823218,-0.108
49,1572619823658,-0.18
50,1572619824096,0.072
51,1572619824486,0.036
52,1572619824876,0.0
53,1572619825316,-0.072
54,1572619825705,0.036
55,1572619826144,0.0
56,1572619826534,0.0
57,1572619826977,0.18
58,1572619827363,0.396
59,1572619827801,0.504
60,1572619828193,0.396
61,1572619828630,0.072
62,1572619829019,-0.108
63,1572619829458,-0.072
64,1572619829848,0.036
65,1572619830287,0.0
66,1572619830678,-0.036
67,1572619831113,0.036
68,1572619831503,0.0
69,1572619831944,-0.108
70,1572619832334,0.072
71,1572619832774,0.072
72,1572619833167,0.108
73,1572619833603,0.18
74,1572619833992,0.252
75,1572619834431,0.288
76,1572619834820,0.144
77,1572619835260,0.0
78,1572619835651,-0.072
79,1572619836039,-0.036
80,1572619836478,0.036
81,1572619836868,-0.036
82,1572619837307,0.072
83,1572619837696,0.0
84,1572619838136,-0.072
85,1572619838574,0.18
86,1572619838964,0.0
87,1572619839364,0.108
88,1572619839790,0.216
89,1572619840184,0.216
90,1572619840623,-0.072
91,1572619841014,-0.18
92,1572619841453,-0.324
93,1572619841838,-0.432
94,1572619842277,-0.324
95,1572619842670,-0.144
96,1572619843109,0.288
97,1572619843499,-0.072
98,1572619843938,0.288
99,1572619844328,0.864
100,1572619844766,0.756
101,1572619845156,0.18
102,1572619845594,-0.216
103,1572619845985,-0.468
104,1572619846424,-0.432
105,1572619846814,-0.468
106,1572619847252,-0.648
107,1572619847642,-0.612
108,1572619848081,-0.072
109,1572619848471,0.108
110,1572619848909,0.0
111,1572619849299,0.0
112,1572619849738,0.0
113,1572619850129,0.108
114,1572619850615,0.216
115,1572619851003,0.288
116,1572619851393,0.288
117,1572619851785,0.252
118,1572619852224,0.144
119,1572619852614,-0.108
120,1572619853053,0.144
121,1572619853443,-0.072
122,1572619853882,-0.18
123,1572619854272,0.072
124,1572619854710,0.216
125,1572619855101,0.216
126,1572619855539,0.072
127,1572619855929,-0.252
128,1572619856368,-0.504
129,1572619856758,-0.468
130,1572619857196,-0.36
131,1572619857586,-0.396
132,1572619858025,-0.324
133,1572619858415,-0.252
134,1572619858855,0.072
135,1572619859244,0.036
136,1572619859693,0.036
137,1572619860070,0.072
138,1572619860460,0.036
139,1572619860901,0.0
140,1572619861292,0.036
141,1572619861730,0.0
142,1572619862215,0.0
143,1572619862556,0.036
144,1572619862949,0.036
