,time,velocity
0,1572870282682,2.088
1,1572870283115,1.656
2,1572870283505,-0.288
3,1572870283944,0.108
4,1572870284338,0.036
5,1572870284774,0.936
6,1572870285163,1.476
7,1572870285651,1.368
8,1572870285993,1.332
9,1572870286431,1.728
10,1572870286821,1.116
11,1572870287309,-0.36
12,1572870287650,-1.368
13,1572870288088,-1.188
14,1572870288477,-0.216
15,1572870288917,0.9
16,1572870289405,1.152
17,1572870289746,0.936
18,1572870290380,0.828
19,1572870290574,0.756
20,1572870290963,1.332
21,1572870291451,0.756
22,1572870291793,0.288
23,1572870292232,0.756
24,1572870292621,1.404
25,1572870293060,1.332
26,1572870293451,1.224
27,1572870293890,1.584
28,1572870294377,1.152
29,1572870294767,0.864
30,1572870295109,0.468
31,1572870295546,-0.504
32,1572870295985,-0.144
33,1572870296376,0.9
34,1572870296766,1.584
35,1572870297204,1.728
36,1572870297594,2.232
37,1572870298033,2.088
38,1572870298423,2.52
39,1572870298960,2.016
40,1572870299252,2.196
41,1572870299790,1.944
42,1572870300080,2.088
43,1572870300520,1.8
44,1572870300957,1.8
45,1572870301396,1.692
46,1572870301935,1.908
47,1572870302226,1.44
48,1572870302569,-0.324
49,1572870302959,-0.216
50,1572870303399,0.468
51,1572870303785,1.728
52,1572870304225,1.512
53,1572870304614,1.26
54,1572870305052,0.972
55,1572870305443,0.072
56,1572870305882,0.792
57,1572870306320,0.792
58,1572870306710,1.044
59,1572870307100,1.152
60,1572870307539,2.268
61,1572870307929,2.232
62,1572870308376,2.7
63,1572870308758,2.556
64,1572870309216,2.448
65,1572870309589,1.836
66,1572870310025,2.412
67,1572870310414,1.26
68,1572870310854,0.576
69,1572870311246,0.756
70,1572870311684,1.872
71,1572870312073,1.656
72,1572870312513,1.152
73,1572870312903,0.432
74,1572870313342,0.504
75,1572870313730,1.332
76,1572870314168,1.224
77,1572870314558,2.304
78,1572870315046,2.34
79,1572870315387,2.628
80,1572870315826,2.556
81,1572870316217,2.592
82,1572870316656,2.34
83,1572870317046,1.944
84,1572870317484,2.088
85,1572870317874,2.52
86,1572870318314,2.088
87,1572870318703,2.34
88,1572870319141,1.656
89,1572870319531,0.72
90,1572870319971,-0.072
91,1572870320361,0.0
92,1572870320798,1.26
93,1572870321190,1.908
94,1572870321627,1.728
95,1572870322017,2.124
96,1572870322456,2.088
97,1572870322846,2.628
98,1572870323285,2.376
99,1572870323676,0.216
100,1572870324113,-1.26
101,1572870324505,-0.828
102,1572870324943,0.108
103,1572870325333,0.144
104,1572870325771,0.036
105,1572870326161,0.468
106,1572870326651,0.396
107,1572870326992,0.252
108,1572870327430,0.18
109,1572870327820,-0.036
110,1572870328259,-0.18
111,1572870328648,-0.036
112,1572870329086,0.108
113,1572870329476,0.036
114,1572870329914,0.396
115,1572870330305,0.828
116,1572870330744,0.72
117,1572870331133,0.432
118,1572870331572,0.9
119,1572870331962,1.296
120,1572870332401,1.044
121,1572870332791,1.188
122,1572870333230,1.332
123,1572870333620,1.08
124,1572870334058,1.764
125,1572870334448,1.728
126,1572870334887,2.376
127,1572870335277,2.556
128,1572870335667,2.196
129,1572870336106,1.872
130,1572870336496,1.872
131,1572870336935,2.268
132,1572870337374,2.016
133,1572870337764,2.304
134,1572870338154,2.52
135,1572870338594,2.664
136,1572870338985,2.52
137,1572870339423,2.448
138,1572870339813,2.232
139,1572870340251,2.268
140,1572870340692,1.656
141,1572870341080,-0.252
142,1572870341568,0.144
143,1572870342005,0.972
