,time,velocity
0,1572619778567,0.072
1,1572619778950,-0.036
2,1572619779393,-32.724
3,1572619779782,-32.832
4,1572619780222,-32.724
5,1572619780661,-32.652
6,1572619781053,0.18
7,1572619781443,0.18
8,1572619781875,0.144
9,1572619782265,0.072
10,1572619782707,-0.072
11,1572619783098,0.036
12,1572619783543,-0.036
13,1572619783972,0.0
14,1572619784361,0.0
15,1572619784803,0.0
16,1572619785144,0.0
17,1572619785580,0.0
18,1572619786019,0.0
19,1572619786412,0.0
20,1572619786851,0.0
21,1572619787241,0.072
22,1572619787634,-0.18
23,1572619788073,-0.468
24,1572619788461,-0.576
25,1572619788899,-0.54
26,1572619789289,-0.036
27,1572619789728,-0.072
28,1572619790118,-0.432
29,1572619790557,-0.792
30,1572619791045,-0.54
31,1572619791386,-0.144
32,1572619791776,0.036
33,1572619792210,0.072
34,1572619792600,-0.036
35,1572619793039,0.036
36,1572619793478,0.072
37,1572619793871,0.324
38,1572619794262,0.468
39,1572619794699,0.54
40,1572619795089,0.144
41,1572619795529,-0.036
42,1572619795919,0.252
43,1572619796356,0.504
44,1572619796747,0.54
45,1572619797185,0.288
46,1572619797576,0.108
47,1572619798015,0.036
48,1572619798404,-0.036
49,1572619798852,0.216
50,1572619799231,0.9
51,1572619799669,1.548
52,1572619800063,1.368
53,1572619800453,1.944
54,1572619800892,1.908
55,1572619801278,1.8
56,1572619801717,1.764
57,1572619802111,2.304
58,1572619802549,2.376
59,1572619802940,2.736
60,1572619803387,2.484
61,1572619803813,2.448
62,1572619804206,2.304
63,1572619804597,2.304
64,1572619805035,1.908
65,1572619805424,0.648
66,1572619805861,0.396
