,time,velocity
0,1572618428382,0.432
1,1572618428772,0.36
2,1572618429217,1.044
3,1572618429602,0.504
4,1572618430039,0.936
5,1572618430431,2.016
6,1572618430871,2.484
7,1572618431260,-1.152
8,1572618431698,-1.008
9,1572618432086,-1.116
10,1572618432525,-1.44
11,1572618432916,-1.584
12,1572618433355,-1.224
13,1572618433744,-1.764
14,1572618434183,-1.584
15,1572618434573,-1.512
16,1572618435012,-2.124
17,1572618435402,-2.016
18,1572618435840,-0.324
19,1572618436230,0.0
20,1572618436669,0.216
21,1572618437061,0.108
22,1572618437499,0.0
23,1572618437890,-0.072
24,1572618438328,0.0
25,1572618438718,0.0
26,1572618439157,0.0
27,1572618439559,0.0
28,1572618439933,0.0
29,1572618440376,0.0
30,1572618440767,0.0
31,1572618441205,0.0
32,1572618441590,0.0
33,1572618442034,0.0
34,1572618442423,0.0
35,1572618442862,0.0
36,1572618443252,0.0
37,1572618443690,0.0
38,1572618444081,0.0
39,1572618444516,0.0
40,1572618444906,0.0
41,1572618445446,0.0
42,1572618445787,0.0
43,1572618446177,0.0
44,1572618446563,0.0
45,1572618447002,0.0
46,1572618447396,0.0
47,1572618447836,0.0
48,1572618448225,0.0
49,1572618448664,0.0
50,1572618449054,0.0
51,1572618449493,0.0
52,1572618449881,0.0
53,1572618450320,0.108
54,1572618450707,0.792
55,1572618451146,1.332
56,1572618451539,1.476
57,1572618451978,1.548
58,1572618452368,1.98
59,1572618452806,2.016
60,1572618453195,2.016
61,1572618453635,1.98
62,1572618454024,1.476
63,1572618454463,1.008
64,1572618454854,0.576
65,1572618455292,0.0
66,1572618455683,0.0
67,1572618456122,-0.036
68,1572618456511,0.0
69,1572618456947,0.0
70,1572618457337,0.0
71,1572618457778,0.0
72,1572618458168,0.0
73,1572618458607,0.0
74,1572618458997,0.0
75,1572618459435,0.0
76,1572618459823,0.0
77,1572618460264,0.0
78,1572618460655,0.0
79,1572618461091,0.0
80,1572618461484,0.0
81,1572618461925,0.0
82,1572618462327,0.0
83,1572618462748,0.0
84,1572618463143,0.0
85,1572618463582,0.0
86,1572618463974,0.0
87,1572618464408,0.0
88,1572618464795,0.0
89,1572618465234,0.0
90,1572618465627,0.0
91,1572618466066,0.0
92,1572618466456,0.0
93,1572618466895,0.0
94,1572618467286,0.0
95,1572618467731,0.0
96,1572618468114,0.0
97,1572618468552,0.0
98,1572618468942,0.0
99,1572618469382,0.0
100,1572618469771,0.0
101,1572618470211,0.0
102,1572618470599,0.0
103,1572618471038,0.0
104,1572618471430,0.0
105,1572618471868,0.0
106,1572618472259,0.0
107,1572618472697,0.0
108,1572618473087,0.0
109,1572618473526,0.0
110,1572618473915,0.0
111,1572618474354,0.0
112,1572618474745,0.0
113,1572618475183,0.0
114,1572618475572,0.0
115,1572618476011,0.0
116,1572618476402,0.0
117,1572618476840,0.0
118,1572618477227,0.0
119,1572618477666,0.0
120,1572618478058,0.0
121,1572618478497,0.0
122,1572618478893,0.0
123,1572618479329,0.0
124,1572618479718,0.0
125,1572618480157,0.0
126,1572618480545,0.0
127,1572618480984,0.0
128,1572618481374,0.0
129,1572618481812,0.0
130,1572618482203,0.0
131,1572618482652,0.0
132,1572618483028,0.0
133,1572618483467,0.0
134,1572618483862,0.0
135,1572618484300,0.0
136,1572618484690,0.0
137,1572618485125,0.0
138,1572618485515,0.0
139,1572618485957,0.0
140,1572618486348,0.0
141,1572618486787,0.0
142,1572618487176,0.0
143,1572618487614,0.0
