,time,velocity
0,1572860655616,0.0
1,1572860656004,0.648
2,1572860656446,0.108
3,1572860656836,0.252
4,1572860657274,2.304
5,1572860657664,0.144
6,1572860658103,0.0
7,1572860658492,0.036
8,1572860658931,0.0
9,1572860659323,0.036
10,1572860659760,2.7
11,1572860660150,2.916
12,1572860660589,3.852
13,1572860660976,5.004
14,1572860661415,5.616
15,1572860661808,4.284
16,1572860662247,4.248
17,1572860662638,5.256
18,1572860663076,4.5
19,1572860663462,2.7
20,1572860663901,2.772
21,1572860664295,3.168
22,1572860664733,5.292
23,1572860665123,4.104
24,1572860665610,5.04
25,1572860665951,5.796
26,1572860666387,3.636
27,1572860666777,3.096
28,1572860667219,4.536
29,1572860667608,5.184
30,1572860668047,4.968
31,1572860668437,3.888
32,1572860668876,2.7
33,1572860669266,4.68
34,1572860669705,2.016
35,1572860670092,1.908
36,1572860670482,0.36
37,1572860670923,0.108
38,1572860671313,0.036
39,1572860671749,0.0
40,1572860672140,0.0
41,1572860672581,0.0
42,1572860672972,0.0
43,1572860673408,0.0
44,1572860673797,0.0
45,1572860674236,0.0
46,1572860674626,0.0
