,time,velocity
0,1572869883138,0.072
1,1572869883554,-0.036
2,1572869883992,0.0
3,1572869884382,0.0
4,1572869884772,0.0
5,1572869885211,2.34
6,1572869885601,2.268
7,1572869886040,2.7
8,1572869886430,3.132
9,1572869886870,4.14
10,1572869887261,4.428
11,1572869887697,3.888
12,1572869888089,3.78
13,1572869888526,5.184
14,1572869888921,4.932
15,1572869889355,3.996
16,1572869889745,5.004
17,1572869890184,5.256
18,1572869890574,4.536
19,1572869891013,4.572
20,1572869891404,5.328
21,1572869891892,4.608
22,1572869892233,4.608
23,1572869892672,5.76
24,1572869893062,5.544
25,1572869893505,5.004
26,1572869893889,6.048
27,1572869894327,5.652
28,1572869894718,5.508
29,1572869895157,6.372
30,1572869895546,5.364
31,1572869895985,5.94
32,1572869896376,6.732
33,1572869896814,5.904
34,1572869897204,6.984
35,1572869897643,6.624
36,1572869898033,6.804
37,1572869898474,6.768
38,1572869898861,6.3
39,1572869899301,7.308
40,1572869899690,6.408
41,1572869900129,7.092
42,1572869900519,6.372
43,1572869900958,6.372
44,1572869901348,6.768
45,1572869901787,5.832
46,1572869902180,6.66
47,1572869902616,5.472
48,1572869903004,5.364
49,1572869903443,6.048
50,1572869903834,5.076
51,1572869904274,5.256
52,1572869904662,5.724
53,1572869905101,4.86
54,1572869905491,4.68
55,1572869905930,5.4
56,1572869906320,4.536
57,1572869906761,4.536
58,1572869907149,5.436
59,1572869907589,5.148
60,1572869907978,4.284
61,1572869908416,4.968
62,1572869908806,5.22
63,1572869909244,4.032
64,1572869909634,4.284
65,1572869910073,4.932
66,1572869910463,4.428
67,1572869910903,3.636
68,1572869911292,3.924
69,1572869911734,4.284
70,1572869912121,2.952
71,1572869912560,1.872
72,1572869912951,1.548
73,1572869913340,2.232
74,1572869913779,3.06
75,1572869914169,2.952
76,1572869914608,2.16
77,1572869914998,2.124
78,1572869915437,1.332
79,1572869915827,1.98
80,1572869916265,2.484
81,1572869916656,2.448
82,1572869917095,2.556
83,1572869917486,2.556
84,1572869917924,1.368
