,time,velocity
0,1572864639877,2.952
1,1572864640257,2.7
2,1572864640705,2.34
3,1572864641085,2.412
4,1572864641526,2.268
5,1572864641913,1.584
6,1572864642352,2.448
7,1572864642742,2.124
8,1572864643181,3.636
9,1572864643571,3.456
10,1572864644011,4.572
11,1572864644401,1.08
12,1572864644843,-0.504
13,1572864645231,0.468
14,1572864645669,1.224
15,1572864646057,1.26
16,1572864646500,1.548
17,1572864646938,1.548
18,1572864647330,2.016
19,1572864647714,3.528
20,1572864648154,3.024
21,1572864648548,3.204
22,1572864648985,1.512
23,1572864649376,3.024
24,1572864649811,3.744
25,1572864650200,2.844
26,1572864650640,2.304
27,1572864651035,2.88
28,1572864651472,2.772
29,1572864651862,3.528
30,1572864652300,3.024
31,1572864652691,2.952
32,1572864653129,3.06
33,1572864653519,2.772
34,1572864653959,3.168
35,1572864654346,2.34
36,1572864654785,1.8
37,1572864655175,0.9
38,1572864655565,0.576
39,1572864656004,-0.144
40,1572864656393,-0.288
41,1572864656832,-0.144
42,1572864657221,-0.108
43,1572864657660,-0.072
44,1572864658051,0.0
45,1572864658489,-0.036
46,1572864658879,-0.036
47,1572864659319,-0.108
48,1572864659708,-0.18
49,1572864660147,-0.18
50,1572864660536,-0.252
51,1572864660979,-0.108
52,1572864661366,-0.108
53,1572864661805,-0.324
54,1572864662194,-0.324
55,1572864662634,-0.144
56,1572864663025,0.072
57,1572864663462,0.072
58,1572864663851,-0.144
59,1572864664289,-0.252
60,1572864664680,0.108
61,1572864665119,0.432
62,1572864665509,0.072
63,1572864665948,32.724
64,1572864666337,0.0
65,1572864666776,0.0
66,1572864667168,-32.58
67,1572864667605,0.108
68,1572864667995,-0.108
69,1572864668434,-0.18
70,1572864668825,-32.76
71,1572864669263,0.072
72,1572864669653,0.252
73,1572864670092,0.432
74,1572864670483,0.0
75,1572864670920,0.0
76,1572864671310,0.216
77,1572864671749,0.432
78,1572864672139,0.468
79,1572864672579,0.18
80,1572864672968,-0.072
81,1572864673406,0.288
82,1572864673796,0.252
83,1572864674235,0.288
84,1572864674624,0.0
85,1572864675064,-0.108
86,1572864675454,0.0
87,1572864675894,0.072
88,1572864676283,0.0
89,1572864676723,0.0
90,1572864677111,0.0
91,1572864677550,0.0
92,1572864677940,0.0
93,1572864678378,0.0
94,1572864678769,0.0
95,1572864679207,0.0
96,1572864679603,0.0
97,1572864680036,0.0
98,1572864680428,0.0
99,1572864680866,0.0
100,1572864681256,0.0
101,1572864681700,0.0
