,time,velocity
0,1572863086596,0.0
1,1572863086955,0.0
2,1572863087393,0.0
3,1572863087787,0.036
4,1572863088224,0.0
5,1572863088616,0.0
6,1572863089054,0.0
7,1572863089442,0.0
8,1572863089881,0.0
9,1572863090269,0.0
10,1572863090710,0.0
11,1572863091098,-0.144
12,1572863091536,-0.36
13,1572863091931,-0.324
14,1572863092365,-0.072
15,1572863092755,0.036
16,1572863093194,0.108
17,1572863093585,0.036
18,1572863093975,-0.216
19,1572863094413,-1.008
20,1572863094803,-1.872
21,1572863095242,-0.972
22,1572863095633,0.936
23,1572863096073,1.836
24,1572863096461,1.224
25,1572863096899,1.152
26,1572863097289,1.62
27,1572863097728,1.728
28,1572863098118,2.016
29,1572863098557,2.052
30,1572863098946,1.188
31,1572863099385,1.044
32,1572863099776,1.476
33,1572863100215,-6.408
34,1572863100605,1.512
35,1572863101043,1.8
36,1572863101433,1.836
37,1572863101872,1.62
38,1572863102263,0.828
39,1572863102704,1.296
40,1572863103095,1.728
41,1572863103533,2.016
42,1572863103922,2.16
43,1572863104360,2.88
44,1572863104749,3.132
45,1572863105189,2.484
46,1572863105577,0.684
47,1572863106015,-0.036
48,1572863106406,0.072
49,1572863106844,3.528
50,1572863107234,11.196
51,1572863107677,10.332
52,1572863108064,10.152
53,1572863108502,11.268
54,1572863108893,9.936
55,1572863109332,10.08
56,1572863109721,10.656
57,1572863110160,9.792
58,1572863110551,-22.572
59,1572863110989,-22.5
60,1572863111379,-23.472
61,1572863111817,-22.5
62,1572863112210,-22.896
63,1572863112646,-23.328
64,1572863113036,-22.5
65,1572863113477,9.324
66,1572863113865,9.792
67,1572863114304,9.864
68,1572863114694,9.072
69,1572863115133,9.936
70,1572863115523,9.144
71,1572863115962,9.864
72,1572863116351,9.576
73,1572863116791,8.856
74,1572863117180,9.684
75,1572863117619,8.784
76,1572863118008,9.792
77,1572863118447,9.036
78,1572863118837,8.82
79,1572863119275,9.288
80,1572863119667,8.46
81,1572863120105,9.756
82,1572863120498,8.352
83,1572863120936,9.072
84,1572863121324,8.892
85,1572863121762,7.668
86,1572863122152,0.9
87,1572863122542,0.864
88,1572863122982,0.144
89,1572863123371,0.0
90,1572863123810,-0.144
91,1572863124200,-0.108
92,1572863124639,-0.036
93,1572863125029,-0.036
94,1572863125468,0.0
95,1572863125857,-0.036
96,1572863126297,0.0
97,1572863126686,0.0
98,1572863127127,0.0
99,1572863127518,0.0
100,1572863127954,0.0
101,1572863128344,0.0
102,1572863128784,0.0
103,1572863129174,0.0
104,1572863129612,0.0
105,1572863130002,0.0
106,1572863130440,0.0
107,1572863130831,0.0
108,1572863131269,0.0
109,1572863131659,0.0
110,1572863132097,0.0
111,1572863132487,0.0
112,1572863132927,0.0
113,1572863133316,0.0
114,1572863133755,0.0
115,1572863134145,0.0
116,1572863134583,0.0
117,1572863134974,0.0
118,1572863135413,-0.18
119,1572863135802,2.412
120,1572863136241,5.148
121,1572863136632,5.22
122,1572863137070,4.212
123,1572863137460,4.752
124,1572863137900,5.328
125,1572863138290,4.464
126,1572863138728,4.392
127,1572863139117,5.472
128,1572863139555,4.608
129,1572863139946,4.104
130,1572863140385,4.896
131,1572863140774,4.968
132,1572863141215,4.32
133,1572863141603,4.392
134,1572863142043,5.076
135,1572863142432,4.356
136,1572863142872,3.96
137,1572863143261,4.752
138,1572863143701,4.824
139,1572863144091,3.96
140,1572863144529,4.14
141,1572863144920,4.896
142,1572863145357,4.356
143,1572863145747,3.744
144,1572863146186,4.32
145,1572863146577,4.824
146,1572863147028,3.996
147,1572863147409,3.708
148,1572863147843,4.716
